Year,Film,Nominee,Winner
2014,The Theory of Everything,"Charlie Cox, Felicity Jones, Simon McBurney, Eddie Redmayne, David Thewlis, Emily Watson",FALSE
2015,Spotlight,"Billy Crudup, Brian d'Arcy James, Michael Keaton, Rachel McAdams, Mark Ruffalo, Liev Schreiber, John Slattery, Stanley Tucci[1]",TRUE
2015,Beasts of No Nation,"Abraham Attah, Kurt Egyiawan, Idris Elba",FALSE
2015,The Big Short,"Christian Bale, Steve Carell, Ryan Gosling, Melissa Leo, Hamish Linklater, John Magaro, Brad Pitt, Rafe Spall, Jeremy Strong, Marisa Tomei, Finn Wittrock",FALSE
2015,Straight Outta Compton,"Neil Brown Jr., Paul Giamatti, Corey Hawkins, Aldis Hodge, O'Shea Jackson Jr., Jason Mitchell",FALSE
2015,Trumbo,"Adewale Akinnuoye-Agbaje, Louis C.K., Bryan Cranston, David James Elliott, Elle Fanning, John Goodman, Diane Lane, Helen Mirren, Michael Stuhlbarg, Alan Tudyk",FALSE
2016,Hidden Figures,"Mahershala Ali, Kevin Costner, Kirsten Dunst, Taraji P. Henson, Aldis Hodge, Janelle Monáe, Jim Parsons, Glen Powell, Octavia Spencer[2]",TRUE
2016,Captain Fantastic,"Annalise Basso, Shree Crooks, Ann Dowd, Kathryn Hahn, Nicholas Hamilton, Samantha Isler, Frank Langella, George MacKay, Erin Moriarty, Viggo Mortensen, Missi Pyle, Charlie Shotwell, Steve Zahn",FALSE
2016,Fences,"Jovan Adepo, Viola Davis, Stephen McKinley Henderson, Russell Hornsby, Saniyya Sidney, Denzel Washington, Mykelti Williamson",FALSE
2016,Manchester by the Sea,"Casey Affleck, Matthew Broderick, Kyle Chandler, Lucas Hedges, Gretchen Mol, Michelle Williams",FALSE
2016,Moonlight,"Mahershala Ali, Naomie Harris, André Holland, Jharrel Jerome, Janelle Monáe, Trevante Rhodes, Ashton Sanders",FALSE
2017,"Three Billboards Outside Ebbing, Missouri","Abbie Cornish, Peter Dinklage, Woody Harrelson, John Hawkes, Lucas Hedges, Željko Ivanek, Caleb Landry Jones, Frances McDormand, Clarke Peters, Sam Rockwell, Samara Weaving[3]",TRUE
2017,The Big Sick,"Adeel Akhtar, Holly Hunter, Zoe Kazan, Anupam Kher, Kumail Nanjiani, Ray Romano, Zenobia Shroff",FALSE
2017,Get Out,"Caleb Landry Jones, Daniel Kaluuya, Catherine Keener, Stephen Root, Lakeith Stanfield, Bradley Whitford, Allison Williams",FALSE
2017,Lady Bird,"Timothée Chalamet, Beanie Feldstein, Lucas Hedges, Tracy Letts, Stephen McKinley Henderson, Laurie Metcalf, Jordan Rodrigues, Saoirse Ronan, Odeya Rush, Marielle Scott, Lois Smith",FALSE
2017,Mudbound,"Jonathan Banks, Mary J. Blige, Jason Clarke, Garrett Hedlund, Jason Mitchell, Rob Morgan, Carey Mulligan",FALSE
2018,Black Panther,"Angela Bassett, Chadwick Boseman, Sterling K. Brown, Winston Duke, Martin Freeman, Danai Gurira, Michael B. Jordan, Daniel Kaluuya, Lupita Nyong'o, Andy Serkis, Forest Whitaker, Letitia Wright[4]",TRUE
2018,BlacKkKlansman,"Harry Belafonte, Adam Driver, Topher Grace, Laura Harrier, Corey Hawkins, John David Washington",FALSE
2018,Bohemian Rhapsody,"Lucy Boynton, Aidan Gillen, Ben Hardy, Tom Hollander, Gwilym Lee, Allen Leech, Rami Malek, Joe Mazzello, Mike Myers",FALSE
2018,Crazy Rich Asians,"Awkwafina, Gemma Chan, Henry Golding, Ken Jeong, Lisa Lu, Harry Shum Jr., Constance Wu, Michelle Yeoh",FALSE
2018,A Star Is Born,"Dave Chappelle, Andrew Dice Clay, Bradley Cooper, Sam Elliott, Rafi Gavron, Lady Gaga, Anthony Ramos",FALSE
2019,Parasite  (기생충),"Cho Yeo-jeong, Choi Woo-shik, Jang Hye-jin, Jung Hyun-joon, Jung Ziso, Lee Jung-eun, Lee Sun-kyun, Park Myung-hoon, Park So-dam, Song Kang-ho[5]",TRUE
2019,Bombshell,"Connie Britton, Allison Janney, Nicole Kidman, John Lithgow, Malcolm McDowell, Kate McKinnon, Margot Robbie, Charlize Theron",FALSE
2019,The Irishman,"Bobby Cannavale, Robert De Niro, Stephen Graham, Harvey Keitel, Al Pacino, Anna Paquin, Joe Pesci, Ray Romano",FALSE
2019,Jojo Rabbit,"Alfie Allen, Roman Griffin Davis, Scarlett Johansson, Thomasin McKenzie, Stephen Merchant, Sam Rockwell, Taika Waititi, Rebel Wilson",FALSE
2019,Once Upon a Time in Hollywood,"Austin Butler, Julia Butters, Bruce Dern, Leonardo DiCaprio, Dakota Fanning, Emile Hirsch, Damian Lewis, Mike Moh, Timothy Olyphant, Al Pacino, Luke Perry, Brad Pitt, Margaret Qualley, Margot Robbie",FALSE
2020,The Trial of the Chicago 7,"Yahya Abdul-Mateen II, Sacha Baron Cohen, Joseph Gordon-Levitt, Kelvin Harrison Jr., Michael Keaton, Frank Langella, John Carroll Lynch, Eddie Redmayne, Mark Rylance, Alex Sharp, Jeremy Strong",TRUE
2020,Da 5 Bloods,"Chadwick Boseman, Paul Walter Hauser, Nguyễn Ngọc Lâm, Lê Y Lan, Norm Lewis, Delroy Lindo, Jonathan Majors, Van Veronica Ngo, Johnny Trí Nguyễn, Jasper Pääkkönen, Clarke Peters, Sandy Hương Phạm, Jean Reno, Mélanie Thierry, Isiah Whitlock Jr.",FALSE
2020,Ma Rainey's Black Bottom,"Chadwick Boseman, Jonny Coyne, Viola Davis, Colman Domingo, Michael Potts, Glynn Turman",FALSE
2020,Minari,"Noel Kate Cho, Han Ye-ri, Scott Haze, Alan Kim, Will Patton, Steven Yeun, Youn Yuh-jung",FALSE
2020,One Night in Miami...,"Kingsley Ben-Adir, Beau Bridges, Lawrence Gilliard Jr., Eli Goree, Aldis Hodge, Michael Imperioli, Joaquina Kalukango, Leslie Odom Jr., Lance Reddick, Nicolette Robinson",FALSE
2021,CODA,"Eugenio Derbez, Daniel Durant, Emilia Jones, Troy Kotsur, Marlee Matlin, Ferdia Walsh-Peelo",TRUE
2021,Belfast,"Caitríona Balfe, Judi Dench, Jamie Dornan, Jude Hill, Ciarán Hinds, Colin Morgan",FALSE
2021,Don't Look Up,"Cate Blanchett, Timothée Chalamet, Leonardo DiCaprio, Ariana Grande, Jonah Hill, Jennifer Lawrence, Melanie Lynskey, Scott Mescudi, Rob Morgan, Himesh Patel, Ron Perlman, Tyler Perry, Mark Rylance, Meryl Streep",FALSE
2021,House of Gucci,"Adam Driver, Lady Gaga, Salma Hayek, Jack Huston, Jeremy Irons, Jared Leto, Al Pacino",FALSE
2021,King Richard,"Jon Bernthal, Aunjanue Ellis-Taylor, Tony Goldwyn, Saniyya Sidney, Demi Singleton, Will Smith",FALSE
2022,Everything Everywhere All at Once,"Jamie Lee Curtis, James Hong, Stephanie Hsu, Ke Huy Quan, Harry Shum Jr., Jenny Slate, Michelle Yeoh",TRUE
2022,Babylon,"Jovan Adepo, P.J. Byrne, Diego Calva, Lukas Haas, Olivia Hamilton, Li Jun Li, Tobey Maguire, Max Minghella, Brad Pitt, Margot Robbie, Rory Scovel, Jean Smart, Katherine Waterston",FALSE
2022,The Banshees of Inisherin,"Kerry Condon, Colin Farrell, Brendan Gleeson, Barry Keoghan",FALSE
2022,The Fabelmans,"Jeannie Berlin, Paul Dano, Judd Hirsch, Gabriel LaBelle, David Lynch, Seth Rogen, Michelle Williams",FALSE
2022,Women Talking,"Jessie Buckley, Claire Foy, Kate Hallett, Judith Ivey, Rooney Mara, Sheila McCarthy, Frances McDormand, Michelle McLeod, Liv McNeil, Ben Whishaw, August Winter",FALSE
2023,Oppenheimer,"Casey Affleck, Emily Blunt, Kenneth Branagh, Matt Damon, Robert Downey Jr., Josh Hartnett, Rami Malek, Cillian Murphy, Florence Pugh",TRUE
2023,American Fiction,"Erika Alexander, Adam Brody, Sterling K. Brown, Keith David, John Ortiz, Issa Rae, Tracee Ellis Ross, Leslie Uggams, Jeffrey Wright",FALSE
2023,Barbie,"Michael Cera, Will Ferrell, America Ferrera, Ryan Gosling, Ariana Greenblatt, Kate McKinnon, Helen Mirren, Rhea Perlman, Issa Rae, Margot Robbie",FALSE
2023,The Color Purple,"Halle Bailey, Fantasia Barrino, Jon Batiste, Danielle Brooks, Ciara, Colman Domingo, Aunjanue Ellis-Taylor, Louis Gossett Jr., Corey Hawkins, Taraji P. Henson, Phylicia Pearl Mpasi, Gabriella Wilson ""H.E.R.""",FALSE
